address,chain_id,dex_id,name,primary_token_id,primary_token_name,quote_token_id,quote_token_name
0xb591aa2e88c37c2b65bf1798cf39b4198713d21d,42161,1141,PepeBulls/WETH,,PepeBulls,,WETH
0x464305c57c190f337f43119d36938c915b99c17a,42161,1141,PIPA/WETH,,PIPA,,WETH
0xe9499783ffd5d7ea09c0a0ba171039a1e84611b2,42161,1141,PepeAI/WETH,,PepeAI,,WETH
0xbc5790f07c8c73c3b87445fc3133ce4fe1dbc5e6,42161,1141,PEPES/WETH,,PEPES,,WETH
0xceeeb7575da52bf32e99f8819a4ae1720f7a804d,42161,1141,PEPEAI/WETH,,PEPEAI,,WETH
0x8cad5faec528b694a9be9044c6d7b9f49f9c1283,42161,1141,DALM/WETH,,DALM,,WETH
0xbe9fe985883f3c893443c793666cc96b809f05fc,42161,1141,BEBE/WETH,,BEBE,,WETH
0xb1a673c5c95e1c98239d73246a0ad4366efff71e,42161,1141,SAFEPE/WETH,,SAFEPE,,WETH
0x9b302ac69992c62b5701ecd59f65c8be2c2b2c61,42161,1141,IPEPE/WETH,,IPEPE,,WETH
0xa0ff1651c25671cb2d8b1139b839776bc145c4bf,42161,1141,FRED/WETH,,FRED,,WETH
0x0dcf98667c5400b7bc8de4ec2e4d03c5cd11fa85,42161,1142,GETH/WETH,,GETH,,WETH
0xc31e54c7a869b9fcbecc14363cf510d1c41fa443,42161,1142,WETH/USDC,,WETH,,USDC
0x641c00a822e8b671738d32a431a4fb6074e5c79d,42161,1142,WETH/USDT,,WETH,,USDT
0x2a31b63c3a2a2c06e4aaa624071880b72a122fb1,42161,1142,AICODE/WETH,,AICODE,,WETH
0xe754841b77c874135caca3386676e886459c2d61,42161,1142,WETH/USDC,,WETH,,USDC
0xcda53b1f66614552f834ceef361a8d12a0b8dad8,42161,1142,ARB/USDC,,ARB,,USDC
0xa8bd646f72ea828ccbc40fa2976866884f883409,42161,1142,STG/WETH,,STG,,WETH
0xc6f780497a95e246eb9449f5e4770916dcd6396a,42161,1142,ARB/WETH,,ARB,,WETH
0x8c9d230d45d6cfee39a6680fb7cb7e8de7ea8e71,42161,1142,USDT/USDC,,USDT,,USDC
0x39007024e17fd49f11382b597867fda2f4a3ef15,42161,1142,FUC/USDT,,FUC,,USDT
0x254f963b8ffab858c03004783b81a9ed711045b0,42161,1142,Squirtle/WETH,,Squirtle,,WETH
0x4e0a15e2cdc8fde28ee4250c3deec0996190703f,42161,1142,GHA/USDC,,GHA,,USDC
0xe6a9333b06964ff6ae98d3e940584bf306fb0259,42161,1142,AICODE/WETH,,AICODE,,WETH
0x42161084d0672e1d3f26a9b53e653be2084ff19c,42161,1142,WETH/USDT,,WETH,,USDT
0xd0851b56495db22610277de3788ae0d903526322,42161,1142,LG/WETH,,LG,,WETH
0x2f5e87c9312fa29aed5c179e456625d79015299c,42161,1142,WBTC/WETH,,WBTC,,WETH
0x485c6c996488479cca19de83292602f0a83d1a8d,42161,1142,KABOSU/WETH,,KABOSU,,WETH
0x09cea589614b1867c3a3f750197180c490035efb,42161,1142,Dogmusk/WETH,,Dogmusk,,WETH
0x13398e27a21be1218b6900cbedf677571df42a48,42161,1142,USDT/USDC,,USDT,,USDC
0xb6cca513eb79833c09c0a4c50ed2c897c5574cb3,42161,1142,AICODE/USDT,,AICODE,,USDT
0x7a3c849949526066f285534b62ed6e376e679f56,42161,1142,RATEL/WETH,,RATEL,,WETH
0x7cd4ac215ef9bb4b786415b600035b7d0fb90bda,42161,1142,AISCODE/WETH,,AISCODE,,WETH
0x89a4026e9ade251c67b7fb38054931a39936d9c5,42161,1142,ARB/WETH,,ARB,,WETH
0x83b43b0652cced8de54c4f941c97ecbb07fbfa01,42161,1142,Taikula/WETH,,Taikula,,WETH
0x9d8f94228c1d429ae673bae0e5fe4c05c0d5c43f,42161,1142,ROOK/WETH,,ROOK,,WETH
0xd8b870dfef14e7ef0bedae555874379c790b9328,42161,1142,FURBO/WETH,,FURBO,,WETH
0x17c14d2c404d167802b16c450d3c99f88f2c4f4d,42161,1142,WETH/USDC,,WETH,,USDC
0xf0428617433652c9dc6d1093a42adfbf30d29f74,42161,1142,DAI/USDC,,DAI,,USDC
0x6b4ee27ecb14f5677083636d2b0ee6e9d5fefe55,42161,1142,YAYO/WETH,,YAYO,,WETH
0x0e4d0d52625ec3de8df7446011b39db327dae5f3,42161,1142,AICODE/USDC,,AICODE,,USDC
0x1862200e8e7ce1c0827b792d0f9546156f44f892,42161,1142,pogai/WETH,,pogai,,WETH
0xfdad2678d73d71c9804930b338daaf192d6daa9e,42161,1142,MTG/USDT,,MTG,,USDT
0x446bf9748b4ea044dd759d9b9311c70491df8f29,42161,1142,RDNT/WETH,,RDNT,,WETH
0x2354c82f93e52eeb9f5a226660c18221ecc78d8e,42161,1142,GND/WETH,,GND,,WETH
0x92c63d0e701caae670c9415d91c474f686298f00,42161,1142,ARB/WETH,,ARB,,WETH
